Team Name,ESPN_ID,Team Name_1,HR_franch,Division,Elo Rating,Sims,Games,Wins,Losses,OT/SO L,Points,Div. Rk,Win Div.%,Playoffs%,Ovr. Rk,Make 2nd Rd,Make 3rd Rd,Make Finals,Win Finals,Rem. SOS,Rank,datestamp
Jets,wpg,Winnipeg Jets,WPG,North,1529,2500,56,32.5,23.5,4.2,69.3,2.44,22.8,98.2,10.52,52.6,26.96,10.04,3.76,1489,26,2021-04-01
Panthers,fla,Florida Panthers,FLA,Central,1528,2500,56,33.2,22.8,6.4,72.7,2.67,7.76,99.56,7.9,40.24,15.68,7.6,3.16,1512,9,2021-04-01
Wild,min,Minnesota Wild,MIN,West,1524,2500,56,32.6,23.4,4.6,69.7,2.92,4.76,96.8,10.23,38,15,5.84,2.76,1494,21,2021-04-01
Canadiens,mtl,Montreal Canadiens,MTL,North,1512,2500,56,27.7,28.3,11.8,67.2,3.05,10.04,93.56,12.76,42.88,19.56,6.76,2.68,1485,28,2021-04-01
Oilers,edm,Edmonton Oilers,EDM,North,1511,2500,56,31.8,24.2,3.2,66.8,3.08,7.92,92.76,12.5,42.08,19.64,6.6,2.36,1495,19,2021-04-01
Blues,stl,St. Louis Blues,STL,West,1501,2500,56,25.8,30.2,8.5,60.1,4.89,0.04,41.68,18.63,12.8,5.12,1.84,0.96,1541,1,2021-04-01
Predators,nsh,Nashville Predators,NSH,Central,1493,2500,56,28.2,27.8,3.2,59.6,5,0,39.8,18.74,11.08,4.16,1.6,0.72,1494,22,2021-04-01
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1486,2500,56,26.1,29.9,7.2,59.5,5.06,0,37.12,19.09,9.8,3.52,1.48,0.48,1491,24,2021-04-01
Kings,la,Los Angeles Kings,LAK,West,1479,2500,56,24.9,31.1,8.6,58.4,5.41,0,27.8,20.25,7.48,2.72,0.72,0.36,1473,30,2021-04-01
Coyotes,ari,Arizona Coyotes,PHX,West,1474,2500,56,25.1,30.9,7.4,57.5,5.58,0,22.72,20.88,6.32,1.96,0.72,0.28,1512,8,2021-04-01
Flyers,phi,Philadelphia Flyers,PHI,East,1509,2500,56,27.3,28.7,6.5,61.1,5.39,0.08,10.72,17.6,4.04,1.68,0.88,0.2,1517,6,2021-04-01
Stars,dal,Dallas Stars,DAL,Central,1506,2500,56,22.2,33.8,12.7,57.2,5.77,0,16.48,21.47,4.56,1.72,0.64,0.2,1514,7,2021-04-01
Rangers,nyr,New York Rangers,NYR,East,1510,2500,56,26.8,29.2,6.5,60,5.58,0.16,6.88,18.51,2.52,0.76,0.32,0.16,1494,20,2021-04-01
Canucks,van,Vancouver Canucks,VAN,North,1480,2500,55,24.5,30.5,5.1,54.2,5.54,0,6.52,22.84,2.36,0.96,0.28,0.12,1502,15,2021-04-01
Sharks,sj,San Jose Sharks,SJS,West,1460,2500,56,24.5,31.5,6.5,55.5,6.07,0,11.04,22.47,2.8,0.6,0.16,0.08,1501,16,2021-04-01
Flames,cgy,Calgary Flames,CGY,North,1488,2500,55,24.9,30.1,5.1,54.8,5.4,0,9.28,22.2,3.24,1.08,0.24,0.04,1492,23,2021-04-01
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1482,2500,56,22.6,33.4,10.3,55.4,6.16,0,7.12,22.91,1.76,0.72,0.12,0.04,1512,10,2021-04-01
Devils,nj,New Jersey Devils,NJD,East,1458,2500,56,22.3,33.7,7.6,52.3,6.78,0,0.2,24.9,0.08,0.04,0,0,1522,5,2021-04-01
Ducks,ana,Anaheim Ducks,ANA,West,1424,2500,56,18.6,37.4,8.4,45.5,7.88,0,0.04,28.52,0.04,0.04,0.04,0,1508,11,2021-04-01
Senators,ott,Ottawa Senators,OTT,North,1419,2500,56,19.7,36.3,6.4,45.8,6.85,0,0,28.27,0,0,0,0,1505,12,2021-04-01
Sabres,buf,Buffalo Sabres,BUF,East,1410,2500,56,14.4,41.6,7.6,36.4,7.99,0,0,30.75,0,0,0,0,1534,2,2021-04-01
Red Wings,det,Detroit Red Wings,DET,Central,1394,2500,56,18.3,37.7,6.3,43,7.95,0,0,29.28,0,0,0,0,1527,3,2021-04-01
Lightning,tb,Tampa Bay Lightning,TBL,Central,1604,2500,56,37.9,18.1,4.1,79.9,1.48,61.16,100,2.71,72.52,47.96,32.72,21.04,1484,27,2021-04-02
Avalanche,col,Colorado Avalanche,COL,West,1578,2500,56,35.6,20.4,6.3,77.4,1.67,45.32,99.96,4.43,67.4,39.44,24.36,12.8,1506,17,2021-04-02
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1568,2500,56,36.5,19.5,4.3,77.3,1.66,48.04,99.92,4.38,66,34.12,20.32,10.96,1496,22,2021-04-02
Hurricanes,car,Carolina Hurricanes,CAR,Central,1555,2500,56,36.3,19.7,5.3,77.8,1.89,31.6,99.92,4.04,59.04,26.32,14.04,7.52,1492,25,2021-04-02
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1541,2500,56,33.9,22.1,5.3,73.1,1.64,59.32,99.4,7.68,57.16,31.76,14.88,6.44,1514,9,2021-04-02
Islanders,nyi,New York Islanders,NYI,East,1557,2500,56,33.8,22.2,6.1,73.8,2.27,31.2,97.48,7.11,52.28,27.52,13.52,6.36,1482,28,2021-04-02
Bruins,bos,Boston Bruins,BOS,East,1552,2500,56,31.1,24.9,7.6,69.7,3.39,9,85.72,10.53,44.32,22.84,11.12,5.48,1473,31,2021-04-02
Jets,wpg,Winnipeg Jets,WPG,North,1529,2500,54,31.4,22.6,3.9,66.7,2.48,19.36,98.96,10.85,52.44,28.12,11.96,4.96,1509,15,2021-04-02
Penguins,pit,Pittsburgh Penguins,PIT,East,1544,2500,56,34.7,21.3,4.1,73.6,2.23,31.4,97.72,7.04,48.72,23.76,10.52,4.84,1477,30,2021-04-02
Capitals,wsh,Washington Capitals,WSH,East,1539,2500,56,33.5,22.5,6.3,73.2,2.44,28.28,96.76,7.63,45.44,21.6,10.12,4.6,1505,18,2021-04-02
Panthers,fla,Florida Panthers,FLA,Central,1529,2500,56,33.5,22.5,6.2,73.2,2.65,7.24,99.88,7.57,41.32,16.44,8,3.64,1537,2,2021-04-02
Canadiens,mtl,Montreal Canadiens,MTL,North,1515,2500,56,28.2,27.8,11.6,67.9,2.86,14.28,95.72,12.18,44.4,20.2,7.36,3.16,1503,19,2021-04-02
Wild,min,Minnesota Wild,MIN,West,1526,2500,56,33.4,22.6,4.4,71.1,2.74,6.56,99,9.18,38.48,17.2,6.96,2.84,1494,23,2021-04-02
Oilers,edm,Edmonton Oilers,EDM,North,1511,2500,55,31.3,23.7,3,65.5,3.18,7.04,93.6,12.75,41.56,18.2,6.8,2.68,1511,13,2021-04-02
Blues,stl,St. Louis Blues,STL,West,1501,2500,56,25.7,30.3,8.5,59.8,4.97,0.08,38.2,18.86,11.64,4.72,1.68,0.8,1527,3,2021-04-02
Stars,dal,Dallas Stars,DAL,Central,1511,2500,56,23,33,12.5,58.5,5.32,0,30.52,20.24,9.36,3.64,1.56,0.52,1524,5,2021-04-02
Rangers,nyr,New York Rangers,NYR,East,1512,2500,56,27.3,28.7,6.3,60.9,5.44,0.04,10.92,17.63,4.76,2.36,0.88,0.28,1488,26,2021-04-02
Predators,nsh,Nashville Predators,NSH,Central,1487,2500,56,27.5,28.5,3.2,58.2,5.22,0,31.64,19.95,8.2,2.64,0.96,0.28,1512,11,2021-04-02
Flyers,phi,Philadelphia Flyers,PHI,East,1509,2500,56,27.3,28.7,6.4,61,5.42,0.08,11.12,17.57,4.44,1.92,0.56,0.2,1502,20,2021-04-02
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1484,2500,56,25.6,30.4,7.2,58.4,5.26,0,30.64,20.06,7.64,2.52,0.44,0.16,1507,16,2021-04-02
Kings,la,Los Angeles Kings,LAK,West,1478,2500,56,25,31,8.6,58.5,5.38,0,29.92,20.05,8.24,2.44,0.56,0.16,1480,29,2021-04-02
Coyotes,ari,Arizona Coyotes,PHX,West,1475,2500,56,25.1,30.9,7.4,57.5,5.57,0,22.76,20.82,6.12,1.48,0.24,0.12,1514,8,2021-04-02
Sharks,sj,San Jose Sharks,SJS,West,1460,2500,56,24.4,31.6,6.5,55.4,6.1,0,10.24,22.59,2.12,0.6,0.12,0.08,1496,21,2021-04-02
Flames,cgy,Calgary Flames,CGY,North,1488,2500,55,24.8,30.2,5.1,54.8,5.42,0,7.04,22.23,2.6,1.12,0.2,0.04,1514,10,2021-04-02
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1481,2500,56,22.3,33.7,10.2,54.7,6.23,0,7.4,23.37,1.92,0.48,0.08,0.04,1523,6,2021-04-02
Canucks,van,Vancouver Canucks,VAN,North,1480,2500,52,23.3,28.7,4.8,51.3,5.51,0,5.28,22.66,1.84,0.6,0.04,0,1512,12,2021-04-02
Devils,nj,New Jersey Devils,NJD,East,1457,2500,56,22.3,33.7,7.7,52.3,6.81,0,0.28,24.85,0.04,0,0,0,1493,24,2021-04-02
Ducks,ana,Anaheim Ducks,ANA,West,1425,2500,56,18.5,37.5,8.3,45.3,7.89,0,0,28.5,0,0,0,0,1509,14,2021-04-02
Senators,ott,Ottawa Senators,OTT,North,1415,2500,56,19.2,36.8,6.3,44.7,6.91,0,0,28.59,0,0,0,0,1524,4,2021-04-02
Sabres,buf,Buffalo Sabres,BUF,East,1407,2500,56,14,42,8.5,36.5,7.99,0,0,30.74,0,0,0,0,1516,7,2021-04-02
Red Wings,det,Detroit Red Wings,DET,Central,1392,2500,56,17.9,38.1,7.3,43.2,7.95,0,0,29.2,0,0,0,0,1541,1,2021-04-02
Lightning,tb,Tampa Bay Lightning,TBL,Central,1603,2500,56,38,18,4.1,80,1.46,62.52,100,2.8,73.88,49.76,34.2,22.08,1486,30,2021-04-03
Avalanche,col,Colorado Avalanche,COL,West,1580,2500,56,35.9,20.1,6.2,78,1.62,49,100,4.17,68.92,41.16,25.24,13.56,1514,12,2021-04-03
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1568,2500,56,36.5,19.5,4.3,77.4,1.67,45.72,99.88,4.44,65.68,34,20.08,10.32,1500,22,2021-04-03
Islanders,nyi,New York Islanders,NYI,East,1558,2500,56,33.9,22.1,6.1,73.8,2.33,29.6,97.52,7.26,52.64,28.44,14,7.12,1493,26,2021-04-03
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1541,2500,56,34.4,21.6,5.1,74,1.52,65.52,99.84,7.1,57.72,32.4,14.72,6.64,1514,11,2021-04-03
Hurricanes,car,Carolina Hurricanes,CAR,Central,1556,2500,56,36.3,19.7,5.3,77.9,1.9,30.44,100,4.22,57.4,25.4,14.16,6.6,1495,23,2021-04-03
Capitals,wsh,Washington Capitals,WSH,East,1540,2500,56,34,22,6.1,74.2,2.26,32.8,98.2,7.06,48.24,23.8,11.6,5.32,1513,14,2021-04-03
Bruins,bos,Boston Bruins,BOS,East,1551,2500,56,31.1,24.9,7.6,69.8,3.41,8.32,86.6,10.57,41.68,21.24,10.28,5.28,1486,29,2021-04-03
Penguins,pit,Pittsburgh Penguins,PIT,East,1545,2500,56,34.8,21.2,4.1,73.7,2.28,29.08,97.88,7.15,49.16,22.84,11.28,5.16,1489,27,2021-04-03
Jets,wpg,Winnipeg Jets,WPG,North,1529,2500,54,30.8,23.2,4.8,66.4,2.66,14,98.6,11.3,50.8,26.52,9.84,4.52,1506,18,2021-04-03
Panthers,fla,Florida Panthers,FLA,Central,1529,2500,56,33.5,22.5,6.2,73.2,2.67,7.04,99.76,7.76,40.96,15.8,7.44,3.24,1530,3,2021-04-03
Wild,min,Minnesota Wild,MIN,West,1524,2500,56,33.2,22.8,4.4,70.8,2.81,5.28,98.08,9.59,38.48,16.12,6.96,3,1495,24,2021-04-03
Canadiens,mtl,Montreal Canadiens,MTL,North,1516,2500,56,28.2,27.8,11.6,68,2.91,12.96,96.28,12.26,44.72,20.4,6.84,2.2,1504,20,2021-04-03
Oilers,edm,Edmonton Oilers,EDM,North,1513,2500,55,31.7,23.3,3,66.4,3.01,7.52,97.12,12.11,44,19.64,6.56,2,1518,10,2021-04-03
Blues,stl,St. Louis Blues,STL,West,1500,2500,56,25.4,30.6,8.3,59.1,5.15,0,33.92,19.35,10.32,3.52,1.08,0.52,1536,1,2021-04-03
Predators,nsh,Nashville Predators,NSH,Central,1487,2500,56,27.6,28.4,3.1,58.3,5.18,0,33.16,19.74,9.44,3.04,0.92,0.48,1494,25,2021-04-03
Stars,dal,Dallas Stars,DAL,Central,1511,2500,56,22.9,33.1,12.6,58.4,5.34,0,29.08,20.23,9.6,3.24,1.32,0.4,1512,15,2021-04-03
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1484,2500,56,25.6,30.4,7.1,58.3,5.25,0,31.48,19.97,6.92,2.16,0.76,0.4,1513,13,2021-04-03
Rangers,nyr,New York Rangers,NYR,East,1512,2500,56,27.3,28.7,6.3,60.8,5.46,0.04,9.52,17.67,3.88,1.76,0.56,0.32,1488,28,2021-04-03
Flyers,phi,Philadelphia Flyers,PHI,East,1508,2500,56,27.2,28.8,6.5,60.9,5.42,0.16,10.12,17.62,4.36,1.92,0.64,0.28,1506,17,2021-04-03
Kings,la,Los Angeles Kings,LAK,West,1473,2500,56,24.2,31.8,8.5,56.9,5.79,0,18,21.39,4.4,1.36,0.4,0.2,1484,31,2021-04-03
Coyotes,ari,Arizona Coyotes,PHX,West,1477,2500,56,25.6,30.4,7.3,58.4,5.34,0,30.08,19.92,7.28,2.56,0.44,0.12,1526,5,2021-04-03
Sharks,sj,San Jose Sharks,SJS,West,1466,2500,56,25.3,30.7,6.3,56.9,5.68,0,20,21.15,4.92,1.28,0.32,0.12,1502,21,2021-04-03
Canucks,van,Vancouver Canucks,VAN,North,1480,2500,52,23.3,28.7,4.8,51.3,5.48,0,3.88,22.64,1.4,0.44,0.12,0.08,1511,16,2021-04-03
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1480,2500,56,22.3,33.7,10.1,54.7,6.26,0,6.52,23.35,1.8,0.6,0.12,0.04,1518,9,2021-04-03
Flames,cgy,Calgary Flames,CGY,North,1486,2500,55,24.4,30.6,5,53.8,5.54,0,4.24,23.03,1.36,0.6,0.12,0,1505,19,2021-04-03
Devils,nj,New Jersey Devils,NJD,East,1455,2500,56,21.8,34.2,8.6,52.1,6.84,0,0.16,25.01,0.04,0,0,0,1520,7,2021-04-03
Ducks,ana,Anaheim Ducks,ANA,West,1421,2500,56,18,38,8.2,44.1,7.94,0,0.04,28.81,0,0,0,0,1519,8,2021-04-03
Senators,ott,Ottawa Senators,OTT,North,1415,2500,56,19.2,36.8,6.4,44.8,6.88,0,0.04,28.47,0,0,0,0,1527,4,2021-04-03
Sabres,buf,Buffalo Sabres,BUF,East,1407,2500,56,13.9,42.1,8.5,36.3,7.99,0,0,30.75,0,0,0,0,1524,6,2021-04-03
Red Wings,det,Detroit Red Wings,DET,Central,1392,2500,56,17.9,38.1,7.3,43.1,7.95,0,0,29.13,0,0,0,0,1534,2,2021-04-03
Lightning,tb,Tampa Bay Lightning,TBL,Central,1604,2500,56,38.2,17.8,4,80.4,1.36,71.36,100,2.49,74,49.2,35.12,22.12,1492,20,2021-04-04
Avalanche,col,Colorado Avalanche,COL,West,1581,2500,56,36.3,19.7,6.1,78.7,1.5,60.52,100,3.66,69.4,42.44,26.48,14.44,1516,5,2021-04-04
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1565,2500,56,35.8,20.2,4.2,75.8,1.96,29.28,99.96,5.46,62.72,31.24,17.56,9.44,1497,19,2021-04-04
Islanders,nyi,New York Islanders,NYI,East,1556,2500,56,34.1,21.9,6,74.3,2.18,34.92,98.4,6.82,54.2,28.4,13.88,7.4,1491,22,2021-04-04
Hurricanes,car,Carolina Hurricanes,CAR,Central,1553,2500,56,35.5,20.5,5.2,76.3,2.15,18.56,100,5.24,55.28,24.28,13.24,6.28,1492,21,2021-04-04
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1541,2500,56,34.5,21.5,5.1,74.1,1.45,69.12,99.88,6.98,58.68,31.44,14.28,6.2,1509,13,2021-04-04
Bruins,bos,Boston Bruins,BOS,East,1555,2500,56,31.7,24.3,7.4,70.8,3.18,11.04,90.96,9.8,47.36,24.8,11.32,5.68,1486,27,2021-04-04
Penguins,pit,Pittsburgh Penguins,PIT,East,1541,2500,56,34.3,21.7,4,72.6,2.57,20,97.64,8.03,47.44,22.76,10.76,5.16,1476,31,2021-04-04
Capitals,wsh,Washington Capitals,WSH,East,1540,2500,56,34,22,6.2,74.1,2.29,33.92,97.4,7.15,45.32,21.88,10.48,5,1512,10,2021-04-04
Jets,wpg,Winnipeg Jets,WPG,North,1530,2500,54,30.8,23.2,4.8,66.5,2.53,15.28,99.4,11.22,52.04,28.2,11.28,4.48,1487,26,2021-04-04
Panthers,fla,Florida Panthers,FLA,Central,1533,2500,56,34,22,6.1,74.2,2.51,10.08,99.88,7,43.44,17.32,7.88,3.64,1537,1,2021-04-04
Wild,min,Minnesota Wild,MIN,West,1528,2500,56,34.1,21.9,4.2,72.3,2.6,10.2,99.2,8.29,41.56,18.04,8.32,3.16,1491,23,2021-04-04
Oilers,edm,Edmonton Oilers,EDM,North,1512,2500,55,31.8,23.2,2.9,66.4,2.91,8.4,96.72,12.11,44.12,20.24,6.76,2.44,1514,9,2021-04-04
Canadiens,mtl,Montreal Canadiens,MTL,North,1509,2500,56,27.4,28.6,11.5,66.2,3.25,7.2,93.2,13.57,41.48,18.36,5.44,1.76,1489,24,2021-04-04
Stars,dal,Dallas Stars,DAL,Central,1514,2500,56,23.6,32.4,12.4,59.6,5.04,0,37.6,19.13,11.6,4.56,1.64,0.72,1518,4,2021-04-04
Predators,nsh,Nashville Predators,NSH,Central,1491,2500,56,28.1,27.9,3,59.2,4.96,0,38.64,18.8,9.84,3,1.12,0.52,1510,12,2021-04-04
Coyotes,ari,Arizona Coyotes,PHX,West,1478,2500,56,25.6,30.4,7.3,58.6,5.24,0,33.4,19.69,8.6,2.56,0.92,0.36,1515,6,2021-04-04
Blues,stl,St. Louis Blues,STL,West,1499,2500,56,24.9,31.1,8.3,58,5.37,0,26.32,20.17,7.88,2.76,1.04,0.32,1514,8,2021-04-04
Flyers,phi,Philadelphia Flyers,PHI,East,1509,2500,56,26.8,29.2,7.4,61.1,5.43,0.12,8.76,17.48,2.92,1.16,0.44,0.2,1506,16,2021-04-04
Rangers,nyr,New York Rangers,NYR,East,1512,2500,56,26.7,29.3,7.2,60.6,5.51,0,6.76,17.83,2.76,1,0.24,0.16,1499,18,2021-04-04
Sharks,sj,San Jose Sharks,SJS,West,1469,2500,56,25.9,30.1,6.2,58,5.3,0,29.6,20.07,7.28,2.36,0.6,0.16,1482,29,2021-04-04
Canucks,van,Vancouver Canucks,VAN,North,1480,2500,52,23.2,28.8,4.8,51.2,5.48,0,5.4,22.59,1.92,1.08,0.28,0.12,1489,25,2021-04-04
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1480,2500,56,25,31,7,57.1,5.55,0,20.24,20.91,4.76,1.48,0.48,0.12,1503,17,2021-04-04
Flames,cgy,Calgary Flames,CGY,North,1486,2500,55,24.3,30.7,5,53.7,5.55,0,5.4,23.01,1.76,0.68,0.2,0.08,1483,28,2021-04-04
Kings,la,Los Angeles Kings,LAK,West,1470,2500,56,23.5,32.5,8.4,55.4,6.1,0,11.52,22.45,2.56,0.6,0.2,0.04,1477,30,2021-04-04
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1477,2500,56,21.7,34.3,10,53.5,6.47,0,3.64,24.15,1.08,0.16,0.04,0,1514,7,2021-04-04
Devils,nj,New Jersey Devils,NJD,East,1455,2500,56,21.8,34.2,8.5,52,6.84,0,0.08,24.97,0,0,0,0,1508,14,2021-04-04
Ducks,ana,Anaheim Ducks,ANA,West,1422,2500,56,17.9,38.1,8.2,44.1,7.93,0,0,28.9,0,0,0,0,1510,11,2021-04-04
Senators,ott,Ottawa Senators,OTT,North,1421,2500,56,20,36,6.2,46.2,6.84,0,0,28.01,0,0,0,0,1508,15,2021-04-04
Sabres,buf,Buffalo Sabres,BUF,East,1407,2500,56,14.6,41.4,8.3,37.5,7.99,0,0,30.63,0,0,0,0,1523,3,2021-04-04
Red Wings,det,Detroit Red Wings,DET,Central,1392,2500,56,17.8,38.2,7.1,42.7,7.95,0,0,29.38,0,0,0,0,1526,2,2021-04-04
Lightning,tb,Tampa Bay Lightning,TBL,Central,1596,2500,56,37.2,18.8,3.9,78.3,1.67,50.24,100,3.64,69.48,44.48,29.48,17.32,1502,21,2021-04-05
Avalanche,col,Colorado Avalanche,COL,West,1582,2500,56,36.2,19.8,6.1,78.5,1.51,59.28,100,3.8,68.84,41.16,25,14.88,1519,7,2021-04-05
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1565,2500,56,35.8,20.2,4.2,75.8,1.92,32.04,99.96,5.55,62.84,33.2,18.4,9.96,1510,13,2021-04-05
Islanders,nyi,New York Islanders,NYI,East,1557,2500,56,34.1,21.9,6,74.3,2.25,31.4,97.96,7.02,50.52,26.84,14.72,7.56,1505,19,2021-04-05
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1545,2500,56,35,21,5,75,1.35,74.2,100,6.34,59.52,34.56,16.04,7.48,1506,18,2021-04-05
Hurricanes,car,Carolina Hurricanes,CAR,Central,1554,2500,56,36,20,5.1,77.1,1.96,33.76,99.96,4.69,56.76,25.48,13.08,6.76,1489,30,2021-04-05
Bruins,bos,Boston Bruins,BOS,East,1555,2500,56,31.7,24.3,7.5,71,3.19,12.36,91.6,9.82,49.28,25.84,13.08,5.72,1500,24,2021-04-05
Capitals,wsh,Washington Capitals,WSH,East,1544,2500,56,34.5,21.5,6,75.1,2.07,40.76,98.36,6.42,47.72,22.8,11.12,4.92,1519,6,2021-04-05
Jets,wpg,Winnipeg Jets,WPG,North,1529,2500,54,30.8,23.2,4.8,66.4,2.59,13.72,99.24,11.3,51.28,26.2,10.32,4.84,1491,29,2021-04-05
Penguins,pit,Pittsburgh Penguins,PIT,East,1542,2500,56,34.2,21.8,4,72.4,2.71,15.48,97,8.4,46.36,22.04,10,4.6,1485,31,2021-04-05
Panthers,fla,Florida Panthers,FLA,Central,1536,2500,56,34.5,21.5,5.9,75,2.39,16,99.92,6.42,45.16,20.16,9.48,4.4,1541,1,2021-04-05
Wild,min,Minnesota Wild,MIN,West,1528,2500,56,33.9,22.1,4.3,72.2,2.63,8.68,99.08,8.59,39.68,16.16,7.6,3.2,1501,22,2021-04-05
Oilers,edm,Edmonton Oilers,EDM,North,1514,2500,55,31.8,23.2,3,66.6,2.91,6.56,97.2,12.08,45.6,20.56,7.08,2.8,1511,12,2021-04-05
Canadiens,mtl,Montreal Canadiens,MTL,North,1509,2500,56,27.3,28.7,11.5,66.1,3.27,5.52,94.08,13.75,40.6,17.32,6.48,2.68,1500,23,2021-04-05
Stars,dal,Dallas Stars,DAL,Central,1512,2500,56,23.1,32.9,12.3,58.6,5.19,0,32,19.81,10.52,3.52,1.28,0.6,1507,16,2021-04-05
Predators,nsh,Nashville Predators,NSH,Central,1492,2500,56,28.1,27.9,3,59.3,4.85,0,44.08,18.59,11.68,4.2,1.56,0.48,1508,14,2021-04-05
Coyotes,ari,Arizona Coyotes,PHX,West,1481,2500,56,26.2,29.8,7.2,59.6,5.02,0,43.28,18.63,12.48,4,1.2,0.48,1521,4,2021-04-05
Flyers,phi,Philadelphia Flyers,PHI,East,1508,2500,56,26.9,29.1,7.4,61.1,5.39,0,9.12,17.35,3.6,1.44,0.6,0.36,1515,11,2021-04-05
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1480,2500,56,25,31,7,57,5.45,0,21.48,20.85,5.48,1.84,0.88,0.32,1507,15,2021-04-05
Sharks,sj,San Jose Sharks,SJS,West,1468,2500,56,25.8,30.2,6.2,57.9,5.44,0,25.36,20.07,6.8,1.84,0.56,0.2,1498,25,2021-04-05
Rangers,nyr,New York Rangers,NYR,East,1512,2500,56,26.6,29.4,7.2,60.4,5.53,0,5.8,17.88,2.48,1,0.48,0.16,1502,20,2021-04-05
Canucks,van,Vancouver Canucks,VAN,North,1481,2500,52,23.2,28.8,4.8,51.3,5.42,0,5.88,22.43,1.68,0.88,0.36,0.16,1496,26,2021-04-05
Blues,stl,St. Louis Blues,STL,West,1498,2500,56,25,31,8.2,58.1,5.42,0,22.36,19.94,6.96,2.72,0.64,0.08,1517,10,2021-04-05
Kings,la,Los Angeles Kings,LAK,West,1470,2500,56,23.6,32.4,8.4,55.5,6.11,0,9.96,22.2,2.4,0.92,0.32,0.04,1495,27,2021-04-05
Flames,cgy,Calgary Flames,CGY,North,1483,2500,55,23.9,31.1,4.9,52.6,5.67,0,3.52,23.77,1.28,0.48,0.12,0,1493,28,2021-04-05
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1474,2500,56,21.3,34.7,9.9,52.6,6.62,0,2.52,24.66,0.92,0.32,0.12,0,1507,17,2021-04-05
Devils,nj,New Jersey Devils,NJD,East,1453,2500,56,21.4,34.6,8.4,51.2,6.88,0,0.16,25.4,0.04,0.04,0,0,1519,5,2021-04-05
Senators,ott,Ottawa Senators,OTT,North,1422,2500,56,20,36,6.2,46.3,6.79,0,0.08,28,0.04,0,0,0,1518,8,2021-04-05
Ducks,ana,Anaheim Ducks,ANA,West,1419,2500,56,17.5,38.5,9.1,44.1,7.95,0,0,29.06,0,0,0,0,1523,3,2021-04-05
Sabres,buf,Buffalo Sabres,BUF,East,1408,2500,56,14.5,41.5,8.4,37.5,7.99,0,0,30.7,0,0,0,0,1535,2,2021-04-05
Red Wings,det,Detroit Red Wings,DET,Central,1400,2500,56,18.7,37.3,7,44.4,7.88,0,0.04,28.85,0,0,0,0,1518,9,2021-04-05
Lightning,tb,Tampa Bay Lightning,TBL,Central,1596,2500,56,37.2,18.8,3.9,78.4,1.66,51.52,100,3.76,69.68,45.92,30.4,18.96,1497,22,2021-04-06
Avalanche,col,Colorado Avalanche,COL,West,1583,2500,56,36.9,19.1,6,79.8,1.4,65.48,100,3.12,70.6,42.76,27.76,15.72,1505,15,2021-04-06
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1570,2500,56,36.3,19.7,4.1,76.8,1.85,31.04,100,4.94,65.84,33.6,19.68,10.8,1495,24,2021-04-06
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1549,2500,56,35.5,20.5,4.9,76,1.27,80.08,99.96,5.68,61.16,35.44,16.48,8.4,1500,20,2021-04-06
Hurricanes,car,Carolina Hurricanes,CAR,Central,1554,2500,56,36,20,5.1,77.1,1.98,31.56,99.96,4.9,54.4,25.24,13.92,7,1487,28,2021-04-06
Islanders,nyi,New York Islanders,NYI,East,1557,2500,56,34.2,21.8,6,74.5,2.2,33.8,98.16,7.05,53.64,27.72,13.56,6.04,1505,14,2021-04-06
Bruins,bos,Boston Bruins,BOS,East,1552,2500,56,31,25,8.3,70.4,3.35,8.84,86.84,10.46,44.56,23.72,11.72,5.2,1488,25,2021-04-06
Capitals,wsh,Washington Capitals,WSH,East,1542,2500,56,34.4,21.6,6.1,74.9,2.08,40.44,98.48,6.67,49.08,24.36,11.92,4.68,1523,3,2021-04-06
Jets,wpg,Winnipeg Jets,WPG,North,1532,2500,54,31.2,22.8,4.7,67,2.55,11.04,99.56,10.98,51.88,25.8,10.52,4.36,1503,17,2021-04-06
Penguins,pit,Pittsburgh Penguins,PIT,East,1542,2500,56,34.2,21.8,4.1,72.6,2.63,16.88,96.72,8.37,44.52,20.56,9.16,4.08,1488,27,2021-04-06
