Team Name,ESPN_ID,Team Name_1,HR_franch,Division,Elo Rating,Sims,Games,Wins,Losses,OT/SO L,Points,Div. Rk,Win Div.%,Playoffs%,Ovr. Rk,Make 2nd Rd,Make 3rd Rd,Make Finals,Win Finals,Rem. SOS,Rank,datestamp
Jets,wpg,Winnipeg Jets,WPG,North,1533,2500,56,33.2,22.8,4.5,71,2.07,35.76,99.16,9.28,55.24,28.84,11.8,4.56,1486,30,2021-03-27
Penguins,pit,Pittsburgh Penguins,PIT,East,1532,2500,56,32.9,23.1,4.5,70.3,3.3,7.76,88.52,9.83,38.56,16.32,7.4,3.6,1494,27,2021-03-27
Wild,min,Minnesota Wild,MIN,West,1528,2500,56,33.9,22.1,3.7,71.5,2.68,9.84,97.84,8.83,38.96,16.44,7.72,3.36,1501,21,2021-03-27
Oilers,edm,Edmonton Oilers,EDM,North,1514,2500,53,30.8,22.2,2.2,63.8,2.94,10.64,94.04,12.26,42.8,18.48,6.52,2.6,1510,14,2021-03-27
Panthers,fla,Florida Panthers,FLA,Central,1517,2500,56,31.5,24.5,6.6,69.6,3.07,1.2,94.44,10.59,35.04,11.2,4.88,2.16,1526,5,2021-03-27
Canadiens,mtl,Montreal Canadiens,MTL,North,1507,2500,52,24.7,27.3,11.5,60.9,3.29,8.92,89.72,13.77,39.2,17.2,5.8,2.08,1499,23,2021-03-27
Blues,stl,St. Louis Blues,STL,West,1505,2500,55,26,29,7.5,59.5,4.71,0.04,51.08,17.99,17.32,6.76,2.2,1.08,1537,1,2021-03-27
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1491,2500,56,26.7,29.3,7.6,61.1,4.82,0,48.16,17.88,11.68,4.56,1.72,0.48,1506,16,2021-03-27
Stars,dal,Dallas Stars,DAL,Central,1516,2500,56,24.2,31.8,11,59.4,5.26,0,29.4,19.45,9.8,3.68,1.2,0.4,1523,9,2021-03-27
Rangers,nyr,New York Rangers,NYR,East,1509,2500,56,27.1,28.9,6.8,60.9,5.4,0.08,11,17.89,4.68,1.8,0.56,0.32,1505,18,2021-03-27
Flyers,phi,Philadelphia Flyers,PHI,East,1512,2500,56,27.1,28.9,6.8,60.9,5.42,0.08,11.24,17.88,4.32,1.68,0.68,0.2,1505,17,2021-03-27
Kings,la,Los Angeles Kings,LAK,West,1476,2500,55,24.1,30.9,8.6,56.8,5.47,0,23.16,20.51,6.44,1.8,0.68,0.16,1497,26,2021-03-27
Coyotes,ari,Arizona Coyotes,PHX,West,1474,2500,56,24.9,31.1,7.6,57.4,5.58,0,20.56,20.99,5.36,1.76,0.56,0.16,1525,7,2021-03-27
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1486,2500,56,23.2,32.8,10.6,57,5.86,0,12.32,21.52,3,1.04,0.28,0.12,1530,3,2021-03-27
Predators,nsh,Nashville Predators,NSH,Central,1484,2500,56,26.4,29.6,3.6,56.4,5.84,0,15.8,21.49,4.04,0.96,0.36,0.12,1513,13,2021-03-27
Flames,cgy,Calgary Flames,CGY,North,1490,2500,56,25.3,30.7,5.5,56.2,5.32,0.04,11.8,21.78,4.72,2.2,0.52,0.08,1498,24,2021-03-27
Canucks,van,Vancouver Canucks,VAN,North,1481,2500,56,25,31,5.3,55.2,5.53,0,6.4,22.63,2.44,1.12,0.32,0.08,1509,15,2021-03-27
Sharks,sj,San Jose Sharks,SJS,West,1460,2500,56,23.9,32.1,6.9,54.6,6.23,0,7.72,23.19,1.6,0.56,0.16,0.04,1504,19,2021-03-27
Devils,nj,New Jersey Devils,NJD,East,1453,2500,56,21.9,34.1,6.9,50.6,6.87,0,0.24,25.74,0.12,0,0,0,1528,4,2021-03-27
Ducks,ana,Anaheim Ducks,ANA,West,1424,2500,56,18.1,37.9,8.6,44.8,7.85,0,0.08,28.43,0,0,0,0,1524,8,2021-03-27
Senators,ott,Ottawa Senators,OTT,North,1420,2500,55,19.4,35.6,6.3,45.1,6.89,0,0,28.16,0,0,0,0,1517,12,2021-03-27
Sabres,buf,Buffalo Sabres,BUF,East,1405,2500,55,14.1,40.9,6.8,35,7.99,0,0,30.69,0,0,0,0,1525,6,2021-03-27
Red Wings,det,Detroit Red Wings,DET,Central,1387,2500,56,17.2,38.8,6.8,41.2,7.97,0,0,29.53,0,0,0,0,1536,2,2021-03-27
Lightning,tb,Tampa Bay Lightning,TBL,Central,1608,2500,56,38.5,17.5,4.3,81.2,1.35,69.04,100,2.44,75.52,51.52,36.48,23.08,1476,31,2021-03-28
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1571,2500,56,37.5,18.5,3.6,78.6,1.48,63.48,99.88,3.82,66.84,37.68,21.68,11.28,1492,26,2021-03-28
Avalanche,col,Colorado Avalanche,COL,West,1572,2500,56,34.7,21.3,6.5,76,1.96,28.88,99.96,5.6,62.32,34.68,20.56,10.56,1503,18,2021-03-28
Hurricanes,car,Carolina Hurricanes,CAR,Central,1556,2500,56,36.4,19.6,5.6,78.3,1.83,28.56,99.96,4.07,62.2,25.4,14.32,7.8,1495,24,2021-03-28
Bruins,bos,Boston Bruins,BOS,East,1562,2500,54,31.2,22.8,7.6,70,2.77,19.2,93.48,8.19,50.48,27.28,14.48,7.6,1489,28,2021-03-28
Islanders,nyi,New York Islanders,NYI,East,1556,2500,55,33.3,21.7,6.2,72.9,2.3,30.12,97.88,6.66,52.24,27.68,14.68,7.48,1500,20,2021-03-28
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1539,2500,56,34,22,4.5,72.4,1.74,55.2,98.72,8.24,56.92,30.56,13.64,6.56,1507,15,2021-03-28
Capitals,wsh,Washington Capitals,WSH,East,1545,2500,56,34.3,21.7,6.6,75.1,2.16,38.12,97.76,6.32,47.8,24.2,11.96,5.44,1532,3,2021-03-28
Jets,wpg,Winnipeg Jets,WPG,North,1529,2500,56,32.5,23.5,4.4,69.5,2.35,26.56,98.12,10.52,51.64,28.2,10.32,3.96,1480,30,2021-03-28
Penguins,pit,Pittsburgh Penguins,PIT,East,1536,2500,56,33.5,22.5,4.4,71.5,3.04,12.32,92.24,8.94,42.28,18.2,7.64,3.16,1497,23,2021-03-28
Wild,min,Minnesota Wild,MIN,West,1529,2500,56,33.8,22.2,3.8,71.4,2.72,7.56,97.64,8.94,40.52,17.8,7.56,3.04,1500,21,2021-03-28
Panthers,fla,Florida Panthers,FLA,Central,1520,2500,56,32.1,23.9,6.6,70.7,2.93,2.4,98.28,9.73,36,13.32,6.12,2.84,1525,7,2021-03-28
Canadiens,mtl,Montreal Canadiens,MTL,North,1507,2500,52,24.7,27.3,11.5,60.8,3.33,8,86.68,13.92,37.64,16.68,5.8,2.2,1500,19,2021-03-28
Oilers,edm,Edmonton Oilers,EDM,North,1512,2500,53,30.4,22.6,3,63.9,2.9,10.16,93.92,12.24,44.12,20.24,6.36,2.08,1493,25,2021-03-28
Blues,stl,St. Louis Blues,STL,West,1505,2500,55,26,29,7.5,59.5,4.72,0.08,47.96,17.91,15.64,5,1.48,0.64,1515,10,2021-03-28
Stars,dal,Dallas Stars,DAL,Central,1513,2500,56,23.6,32.4,11.9,59,5.29,0,31.16,19.8,9.4,3.76,1.28,0.48,1520,8,2021-03-28
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1486,2500,56,25.9,30.1,7.5,59.4,5.1,0,36.52,19.24,8.8,2.84,0.92,0.48,1513,11,2021-03-28
Predators,nsh,Nashville Predators,NSH,Central,1487,2500,56,27.1,28.9,3.5,57.6,5.45,0,24.68,20.44,6,2.28,0.72,0.24,1510,13,2021-03-28
Coyotes,ari,Arizona Coyotes,PHX,West,1478,2500,56,25.5,30.5,7.5,58.5,5.33,0,26,20.09,7.36,2.56,0.68,0.24,1527,5,2021-03-28
Flames,cgy,Calgary Flames,CGY,North,1493,2500,56,26,30,5.4,57.3,5.16,0.08,16,20.84,7.08,3.16,1.04,0.2,1488,29,2021-03-28
Flyers,phi,Philadelphia Flyers,PHI,East,1513,2500,56,27.6,28.4,6.6,61.8,5.27,0.24,12.08,17.09,4.8,1.68,0.68,0.16,1508,14,2021-03-28
Kings,la,Los Angeles Kings,LAK,West,1476,2500,55,24,31,8.7,56.8,5.48,0,24,20.48,6.24,2.08,0.6,0.16,1490,27,2021-03-28
Rangers,nyr,New York Rangers,NYR,East,1508,2500,56,26.6,29.4,6.7,59.9,5.61,0,6.4,18.69,2.36,0.96,0.36,0.12,1505,16,2021-03-28
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1482,2500,56,22.6,33.4,10.5,55.6,6.1,0,9.4,22.59,2.08,0.88,0.36,0.12,1526,6,2021-03-28
Canucks,van,Vancouver Canucks,VAN,North,1480,2500,56,25,31,5.3,55.2,5.59,0,6.36,22.57,2.52,1.08,0.28,0.08,1504,17,2021-03-28
Sharks,sj,San Jose Sharks,SJS,West,1456,2500,56,23.3,32.7,6.8,53.3,6.46,0,4.56,24.06,1.08,0.2,0,0,1497,22,2021-03-28
Devils,nj,New Jersey Devils,NJD,East,1452,2500,56,21.8,34.2,6.9,50.5,6.86,0,0.16,25.86,0.04,0,0,0,1537,2,2021-03-28
Ducks,ana,Anaheim Ducks,ANA,West,1424,2500,56,18.1,37.9,8.6,44.9,7.85,0,0,28.49,0,0,0,0,1520,9,2021-03-28
Senators,ott,Ottawa Senators,OTT,North,1419,2500,55,19.4,35.6,6.3,45.2,6.92,0,0.2,28.21,0.08,0.08,0,0,1510,12,2021-03-28
Sabres,buf,Buffalo Sabres,BUF,East,1404,2500,55,13.7,41.3,6.8,34.2,7.99,0,0,30.8,0,0,0,0,1527,4,2021-03-28
Red Wings,det,Detroit Red Wings,DET,Central,1391,2500,56,18,38,6.6,42.6,7.95,0,0,29.2,0,0,0,0,1538,1,2021-03-28
Lightning,tb,Tampa Bay Lightning,TBL,Central,1607,2500,56,38.5,17.5,4.3,81.3,1.37,67.28,100,2.38,76.48,50.28,35.52,23.72,1474,31,2021-03-29
Avalanche,col,Colorado Avalanche,COL,West,1572,2500,56,34.7,21.3,6.5,76,1.95,28.64,99.88,5.6,65,37.4,20.68,11.28,1496,21,2021-03-29
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1571,2500,56,37.5,18.5,3.5,78.6,1.48,62.64,99.96,3.74,65.8,36.36,20.68,10.6,1493,25,2021-03-29
Hurricanes,car,Carolina Hurricanes,CAR,Central,1556,2500,56,36.4,19.6,5.5,78.4,1.85,29.24,99.96,4,60.96,27.32,15.12,7.72,1491,27,2021-03-29
Islanders,nyi,New York Islanders,NYI,East,1555,2500,56,33.8,22.2,6.4,74,2.31,29.76,97.36,7.07,51.28,26.96,13.84,6.36,1506,14,2021-03-29
Capitals,wsh,Washington Capitals,WSH,East,1548,2500,56,34.7,21.3,6.5,75.8,1.94,46.44,98.52,5.83,50.92,25.32,13.6,5.96,1519,7,2021-03-29
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1540,2500,56,34,22,4.5,72.5,1.71,55.04,99.6,8.12,58.88,33.2,13.96,5.92,1501,17,2021-03-29
Bruins,bos,Boston Bruins,BOS,East,1558,2500,56,31.6,24.4,7.8,71,3.13,10.64,90.48,9.48,47.08,24.84,12.12,5.76,1489,28,2021-03-29
Penguins,pit,Pittsburgh Penguins,PIT,East,1538,2500,56,33.6,22.4,4.3,71.5,2.9,13,94.8,8.76,43.4,19.4,10.04,4.28,1492,26,2021-03-29
Jets,wpg,Winnipeg Jets,WPG,North,1528,2500,56,32.6,23.4,4.4,69.5,2.33,26.16,98,10.4,51.4,26.48,9.88,4.2,1487,29,2021-03-29
Wild,min,Minnesota Wild,MIN,West,1528,2500,56,33.9,22.1,3.8,71.5,2.68,8.72,98.56,8.78,39.56,17.2,7.64,3.28,1494,22,2021-03-29
Panthers,fla,Florida Panthers,FLA,Central,1526,2500,56,32.7,23.3,6.4,71.9,2.84,3.48,98.84,8.73,36.12,13.56,5.88,2.64,1511,11,2021-03-29
Oilers,edm,Edmonton Oilers,EDM,North,1512,2500,56,31.7,24.3,3.5,66.9,2.97,10.68,92.4,12.41,42.84,18.6,6.68,2.36,1499,19,2021-03-29
Canadiens,mtl,Montreal Canadiens,MTL,North,1507,2500,56,27,29,11.9,65.9,3.34,8.12,85.88,13.78,36.64,17.28,5.8,2.2,1493,24,2021-03-29
Blues,stl,St. Louis Blues,STL,West,1501,2500,56,25.8,30.2,8.5,60.1,4.87,0,42.08,18.41,13.04,4.04,1.4,0.76,1539,1,2021-03-29
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1484,2500,56,25.4,30.6,7.4,58.3,5.18,0,31.84,19.98,7.48,2.48,1.08,0.56,1503,15,2021-03-29
Stars,dal,Dallas Stars,DAL,Central,1508,2500,56,22.7,33.3,11.9,57.3,5.54,0,23.12,21.11,7.28,2.36,1.04,0.48,1513,10,2021-03-29
Flames,cgy,Calgary Flames,CGY,North,1494,2500,56,26.1,29.9,5.3,57.6,5.12,0,18.32,20.26,8.12,3.72,1.08,0.44,1497,20,2021-03-29
Predators,nsh,Nashville Predators,NSH,Central,1491,2500,56,27.7,28.3,3.3,58.8,5.01,0,40.08,19.15,10.24,3.6,1,0.44,1499,18,2021-03-29
Flyers,phi,Philadelphia Flyers,PHI,East,1513,2500,56,27.5,28.5,6.6,61.7,5.22,0.16,14.36,16.85,5.8,2.84,1.04,0.36,1513,9,2021-03-29
Coyotes,ari,Arizona Coyotes,PHX,West,1478,2500,56,25.5,30.5,7.5,58.5,5.27,0,28.6,19.79,8.56,2.6,0.76,0.36,1522,4,2021-03-29
Kings,la,Los Angeles Kings,LAK,West,1477,2500,56,24.5,31.5,8.8,57.8,5.52,0,24.4,20.48,6.32,1.88,0.48,0.2,1487,30,2021-03-29
Canucks,van,Vancouver Canucks,VAN,North,1480,2500,56,24.9,31.1,5.2,55.1,5.62,0,5.68,22.47,2.12,0.72,0.2,0.08,1510,12,2021-03-29
Rangers,nyr,New York Rangers,NYR,East,1505,2500,56,26.1,29.9,6.6,58.7,5.75,0,4.2,19.42,1.52,0.64,0.28,0.04,1494,23,2021-03-29
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1476,2500,56,21.8,34.2,10.4,54,6.32,0,6.16,23.79,1.44,0.4,0.08,0,1526,3,2021-03-29
Devils,nj,New Jersey Devils,NJD,East,1456,2500,56,22.6,33.4,6.8,51.9,6.76,0,0.28,24.95,0,0,0,0,1521,5,2021-03-29
Sharks,sj,San Jose Sharks,SJS,West,1456,2500,56,23.3,32.7,6.8,53.4,6.44,0,6.44,23.86,1.72,0.52,0.12,0,1503,16,2021-03-29
Ducks,ana,Anaheim Ducks,ANA,West,1428,2500,56,18.8,37.2,8.5,46,7.79,0,0.08,28.29,0,0,0,0,1515,8,2021-03-29
Senators,ott,Ottawa Senators,OTT,North,1419,2500,56,19.7,36.3,6.5,46,6.91,0,0.12,28.23,0,0,0,0,1509,13,2021-03-29
Sabres,buf,Buffalo Sabres,BUF,East,1405,2500,56,14.1,41.9,6.9,35.2,7.99,0,0,30.83,0,0,0,0,1521,6,2021-03-29
Red Wings,det,Detroit Red Wings,DET,Central,1396,2500,56,18.7,37.3,6.5,43.8,7.89,0,0,29.04,0,0,0,0,1538,2,2021-03-29
Lightning,tb,Tampa Bay Lightning,TBL,Central,1608,2500,56,38.5,17.5,4.3,81.2,1.37,67.84,100,2.46,74.8,51.36,36.68,23.72,1467,31,2021-03-30
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1574,2500,56,38,18,3.5,79.4,1.41,65.4,100,3.32,67.44,37.8,23.16,11.72,1501,20,2021-03-30
Avalanche,col,Colorado Avalanche,COL,West,1574,2500,56,35.1,20.9,6.4,76.6,1.92,28.68,99.84,5.23,64.36,35.32,20.28,10.72,1512,14,2021-03-30
Hurricanes,car,Carolina Hurricanes,CAR,Central,1556,2500,56,36.3,19.7,5.6,78.2,1.87,28.4,100,4.21,59.52,24.76,13,7.2,1493,26,2021-03-30
Islanders,nyi,New York Islanders,NYI,East,1553,2500,56,33.3,22.7,6.3,72.8,2.63,19.8,95.08,8.09,50.16,26.24,13.48,6.52,1497,23,2021-03-30
Bruins,bos,Boston Bruins,BOS,East,1559,2500,56,31.7,24.3,7.8,71.2,3.09,13.52,89.24,9.45,46.56,24,11.6,6.12,1481,30,2021-03-30
Capitals,wsh,Washington Capitals,WSH,East,1547,2500,56,34.6,21.4,6.5,75.7,1.93,48.28,98.16,5.97,50.6,24.96,12.88,5.84,1522,5,2021-03-30
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1536,2500,56,33.2,22.8,5.4,71.9,1.95,43.12,99.08,8.82,55.4,30.24,12.56,5.72,1516,9,2021-03-30
Jets,wpg,Winnipeg Jets,WPG,North,1535,2500,56,33.2,22.8,4.3,70.8,2.13,35.12,99.28,9.51,54,29.6,12.68,5.04,1483,29,2021-03-30
Penguins,pit,Pittsburgh Penguins,PIT,East,1539,2500,56,34.1,21.9,4.2,72.4,2.68,18.16,95.4,8.25,44.96,21.8,10.04,4.56,1501,21,2021-03-30
Wild,min,Minnesota Wild,MIN,West,1528,2500,56,33.3,22.7,4.6,71.3,2.77,5.92,98.36,9.19,39.32,17.28,7.04,3.08,1512,13,2021-03-30
Oilers,edm,Edmonton Oilers,EDM,North,1516,2500,56,32.4,23.6,3.3,68.1,2.76,14.28,96.6,11.54,45.96,21,7.12,2.8,1501,18,2021-03-30
Panthers,fla,Florida Panthers,FLA,Central,1526,2500,56,32.7,23.3,6.4,71.9,2.81,3.76,99.44,8.85,38.32,14.92,6.6,2.72,1512,15,2021-03-30
Canadiens,mtl,Montreal Canadiens,MTL,North,1507,2500,56,27.1,28.9,11.9,66,3.38,7.4,89.24,13.79,39.16,17.12,5,1.76,1493,27,2021-03-30
Flyers,phi,Philadelphia Flyers,PHI,East,1515,2500,56,27.9,28.1,6.6,62.5,5.1,0.24,17.72,16.17,6.4,2.36,0.92,0.48,1515,11,2021-03-30
Predators,nsh,Nashville Predators,NSH,Central,1491,2500,56,27.8,28.2,3.4,58.9,4.99,0,40.6,19.02,11.08,3.4,1.2,0.44,1499,22,2021-03-30
Stars,dal,Dallas Stars,DAL,Central,1508,2500,56,22.8,33.2,11.7,57.4,5.5,0,23.92,20.96,7.56,2.68,1.08,0.36,1517,8,2021-03-30
Blues,stl,St. Louis Blues,STL,West,1502,2500,56,25.7,30.3,8.5,59.9,4.89,0,42.4,18.6,13.84,4.84,1.52,0.32,1527,3,2021-03-30
Flames,cgy,Calgary Flames,CGY,North,1489,2500,56,25.4,30.6,5.2,55.9,5.38,0,9.44,21.66,3.44,1.12,0.44,0.16,1495,24,2021-03-30
Coyotes,ari,Arizona Coyotes,PHX,West,1478,2500,56,25.5,30.5,7.5,58.4,5.24,0,31,19.85,7.64,2.44,0.8,0.16,1522,6,2021-03-30
Kings,la,Los Angeles Kings,LAK,West,1473,2500,56,24.1,31.9,8.7,57,5.69,0,19.24,21.2,5.28,1.84,0.56,0.16,1492,28,2021-03-30
Rangers,nyr,New York Rangers,NYR,East,1505,2500,56,26.2,29.8,6.6,58.9,5.78,0,4.16,19.19,1.24,0.6,0.28,0.12,1495,25,2021-03-30
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1483,2500,56,25.4,30.6,7.4,58.2,5.21,0,31.44,19.93,7.6,2.56,0.56,0.12,1501,19,2021-03-30
Canucks,van,Vancouver Canucks,VAN,North,1481,2500,56,25,31,5.2,55.3,5.53,0.08,6.24,22.27,1.96,0.88,0.28,0.08,1509,16,2021-03-30
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1476,2500,56,21.8,34.2,10.3,53.9,6.36,0,4.6,23.88,1.12,0.32,0.12,0.04,1531,2,2021-03-30
Ducks,ana,Anaheim Ducks,ANA,West,1426,2500,56,18.5,37.5,8.3,45.4,7.85,0,0.16,28.49,0.08,0.04,0.04,0.04,1519,7,2021-03-30
Devils,nj,New Jersey Devils,NJD,East,1456,2500,56,22.6,33.4,6.8,52,6.79,0,0.24,24.88,0.08,0.04,0,0,1516,10,2021-03-30
Sharks,sj,San Jose Sharks,SJS,West,1456,2500,56,23.8,32.2,6.6,54.3,6.23,0,9,23.18,2.04,0.44,0.08,0,1503,17,2021-03-30
Senators,ott,Ottawa Senators,OTT,North,1419,2500,56,19.7,36.3,6.5,45.9,6.88,0,0.12,28.21,0.08,0.04,0,0,1515,12,2021-03-30
Sabres,buf,Buffalo Sabres,BUF,East,1402,2500,56,13.6,42.4,7.8,35,7.99,0,0,30.85,0,0,0,0,1526,4,2021-03-30
Red Wings,det,Detroit Red Wings,DET,Central,1396,2500,56,18.6,37.4,6.5,43.8,7.89,0,0,28.97,0,0,0,0,1537,1,2021-03-30
Lightning,tb,Tampa Bay Lightning,TBL,Central,1602,2500,56,37.7,18.3,4.2,79.5,1.44,63.32,100,2.98,73.64,48.88,32.6,19.76,1477,29,2021-03-31
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1574,2500,56,37.9,18.1,3.5,79.2,1.44,63.88,99.92,3.17,68.68,37.16,23.88,13.44,1486,27,2021-03-31
Avalanche,col,Colorado Avalanche,COL,West,1575,2500,56,35.1,20.9,6.4,76.7,1.9,29.8,99.92,4.96,67.2,37.88,22.96,13.24,1499,19,2021-03-31
Hurricanes,car,Carolina Hurricanes,CAR,Central,1554,2500,56,35.8,20.2,5.4,77,1.93,29.32,99.8,4.71,58.2,26.24,14.88,7.92,1494,22,2021-03-31
Bruins,bos,Boston Bruins,BOS,East,1557,2500,56,31.9,24.1,7.6,71.4,3,15.16,90.08,9.25,50.36,27.16,12.56,6.6,1493,24,2021-03-31
Islanders,nyi,New York Islanders,NYI,East,1553,2500,56,33.3,22.7,6.3,72.9,2.57,24.28,94.92,7.93,47.4,24.52,11.88,5.68,1503,17,2021-03-31
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1536,2500,56,33.3,22.7,5.4,71.9,1.91,45.48,99.28,8.66,54.92,28.12,12.56,5.56,1508,13,2021-03-31
Capitals,wsh,Washington Capitals,WSH,East,1543,2500,56,34.1,21.9,6.4,74.6,2.14,39.28,97.28,6.63,49.2,23.56,10.72,4.92,1521,8,2021-03-31
Jets,wpg,Winnipeg Jets,WPG,North,1535,2500,56,33.3,22.7,4.2,70.8,2.09,35.72,99.68,9.46,55.32,30.16,12.2,4.64,1459,31,2021-03-31
Penguins,pit,Pittsburgh Penguins,PIT,East,1539,2500,56,34,22,4.3,72.3,2.64,20.84,94.28,8.17,43.28,20.24,9.24,3.52,1507,14,2021-03-31
Wild,min,Minnesota Wild,MIN,West,1528,2500,56,33.3,22.7,4.6,71.1,2.78,6.28,98.32,9.17,37.32,16.48,7.8,3.16,1501,18,2021-03-31
Panthers,fla,Florida Panthers,FLA,Central,1528,2500,56,33.2,22.8,6.3,72.8,2.68,7.36,99.52,8.07,40.88,16.24,7.56,3.08,1535,2,2021-03-31
Canadiens,mtl,Montreal Canadiens,MTL,North,1511,2500,56,27.7,28.3,11.7,67.1,3.11,10.64,92.56,12.99,40.6,18.68,6.48,2.72,1479,28,2021-03-31
Oilers,edm,Edmonton Oilers,EDM,North,1511,2500,56,31.8,24.2,3.3,66.8,3.07,8.16,94.04,12.64,43.08,20.32,7.16,2.6,1496,20,2021-03-31
Blues,stl,St. Louis Blues,STL,West,1502,2500,56,25.8,30.2,8.5,60.1,4.85,0.04,43.48,18.72,13.44,4.68,1.6,0.76,1526,6,2021-03-31
Flyers,phi,Philadelphia Flyers,PHI,East,1515,2500,56,28.1,27.9,6.5,62.7,5.15,0.4,16.84,16.28,7.24,3.56,1.36,0.68,1513,10,2021-03-31
Predators,nsh,Nashville Predators,NSH,Central,1493,2500,56,28.2,27.8,3.3,59.7,4.98,0,39.32,18.66,11.08,3.72,1.04,0.4,1512,11,2021-03-31
Coyotes,ari,Arizona Coyotes,PHX,West,1479,2500,56,25.4,30.6,7.5,58.4,5.26,0,30.04,20.14,7.12,2.12,0.64,0.32,1526,7,2021-03-31
Stars,dal,Dallas Stars,DAL,Central,1506,2500,56,22.2,33.8,12.8,57.1,5.75,0,18.32,21.5,5.92,2,0.4,0.2,1534,3,2021-03-31
Rangers,nyr,New York Rangers,NYR,East,1510,2500,56,26.8,29.2,6.4,60,5.68,0.04,6.56,18.54,2.48,0.92,0.24,0.16,1496,21,2021-03-31
Flames,cgy,Calgary Flames,CGY,North,1488,2500,56,25.3,30.7,5.2,55.8,5.42,0,8.48,22.04,3.6,1.72,0.68,0.16,1469,30,2021-03-31
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1486,2500,56,26.1,29.9,7.3,59.4,5.1,0,35.52,19.23,8,2.16,0.52,0.16,1506,15,2021-03-31
Kings,la,Los Angeles Kings,LAK,West,1473,2500,56,24.1,31.9,8.7,56.8,5.69,0,20.04,21.53,4.72,1.12,0.32,0.16,1489,26,2021-03-31
Canucks,van,Vancouver Canucks,VAN,North,1480,2500,56,24.9,31.1,5.3,55.2,5.53,0,5.96,22.59,2.48,1,0.32,0.12,1492,25,2021-03-31
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1482,2500,56,22.6,33.4,10.3,55.4,6.17,0,7.52,22.91,2.28,0.76,0.24,0.04,1532,4,2021-03-31
Devils,nj,New Jersey Devils,NJD,East,1458,2500,56,22.3,33.7,7.7,52.2,6.83,0,0.04,24.95,0.04,0.04,0,0,1520,9,2021-03-31
Sharks,sj,San Jose Sharks,SJS,West,1457,2500,56,23.8,32.2,6.6,54.3,6.24,0,8.24,23.43,1.52,0.56,0.16,0,1493,23,2021-03-31
Ducks,ana,Anaheim Ducks,ANA,West,1425,2500,56,18.6,37.4,8.4,45.6,7.84,0,0.04,28.45,0,0,0,0,1512,12,2021-03-31
Senators,ott,Ottawa Senators,OTT,North,1419,2500,56,19.7,36.3,6.5,45.9,6.87,0,0,28.2,0,0,0,0,1506,16,2021-03-31
Sabres,buf,Buffalo Sabres,BUF,East,1403,2500,56,13.7,42.3,7.8,35.1,7.99,0,0,30.83,0,0,0,0,1526,5,2021-03-31
Red Wings,det,Detroit Red Wings,DET,Central,1393,2500,56,18.3,37.7,6.4,43,7.95,0,0,29.21,0,0,0,0,1548,1,2021-03-31
Lightning,tb,Tampa Bay Lightning,TBL,Central,1602,2500,56,37.7,18.3,4.2,79.6,1.43,64.04,100,2.8,73.12,47,32.4,20.36,1463,31,2021-04-01
Avalanche,col,Colorado Avalanche,COL,West,1578,2500,56,35.5,20.5,6.3,77.3,1.71,41.08,99.96,4.42,66.8,39.04,24,14.04,1498,18,2021-04-01
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1569,2500,56,37.2,18.8,3.5,77.8,1.54,54.12,99.96,3.89,65.76,35.52,21.2,11.64,1490,25,2021-04-01
Hurricanes,car,Carolina Hurricanes,CAR,Central,1553,2500,56,35.7,20.3,5.5,76.8,1.95,28.2,99.92,4.68,59.44,27.2,15.88,7.92,1476,29,2021-04-01
Bruins,bos,Boston Bruins,BOS,East,1557,2500,56,31.9,24.1,7.7,71.6,2.9,17.56,92.88,8.94,49.36,26.8,13.36,6.36,1487,27,2021-04-01
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1541,2500,56,33.9,22.1,5.3,73.1,1.64,59.24,99.68,7.56,56.84,31.8,14.04,6.16,1503,14,2021-04-01
Islanders,nyi,New York Islanders,NYI,East,1553,2500,56,33.3,22.7,6.2,72.7,2.57,23.36,95.6,7.89,48.32,24.48,12.12,5.64,1505,13,2021-04-01
Capitals,wsh,Washington Capitals,WSH,East,1543,2500,56,34,22,6.4,74.4,2.17,37.64,97.76,6.64,49.08,23.96,11.28,5,1527,4,2021-04-01
Penguins,pit,Pittsburgh Penguins,PIT,East,1540,2500,56,34,22,4.3,72.3,2.61,21.2,95.96,7.96,46.6,22.28,9.84,4.52,1501,17,2021-04-01
